ccode,pcode,km
LBR,BFA,765
LBR,BGD,10845
LBR,BGR,5218
LBR,BHR,6833
LBR,BHS,7389
LBR,BIH,5051
LBR,BLR,6318
LBR,BLX,5120
LBR,BLZ,8517
LBR,BMU,8268
LBR,BOL,6827
LBR,BRA,4750
LBR,BRN,13818
LBR,BTN,10691
LBR,BWA,5188
LBR,CAF,3168
LBR,CAN,7587
LBR,CHE,4910
LBR,CHL,7696
LBR,CHN,12579
LBR,CIV,794
LBR,CMR,2434
LBR,COG,3071
LBR,COL,7162
LBR,CRI,11462
LBR,CSK,5403
LBR,CUB,7891
LBR,CYP,5521
LBR,CZE,5403
LBR,DDR,5577
LBR,DEU,5577
LBR,DJI,5922
LBR,DMA,5653
LBR,DNK,5844
LBR,DOM,6546
LBR,DZA,3643
LBR,ECU,7574
LBR,EGY,5098
LBR,ERI,5487
LBR,ESP,3857
LBR,EST,6637
LBR,ETH,5411
LBR,FIN,6702
LBR,FJI,18408
LBR,FRA,4864
LBR,GAB,2306
LBR,GBR,5114
LBR,GEO,6720
LBR,GER,5577
LBR,GHA,1147
LBR,GIN,477
LBR,GMB,1049
LBR,GNB,873
LBR,GRC,4925
LBR,GRD,5671
LBR,GTM,8762
LBR,GUF,4629
LBR,GUY,908
LBR,HKG,13232
LBR,HND,8423
LBR,HRV,5095
LBR,HTI,6824
LBR,HUN,5372
LBR,IDN,13067
LBR,IND,9462
LBR,IRL,5250
LBR,IRN,7071
LBR,IRQ,6387
LBR,ISL,6510
LBR,ISR,5511
LBR,ITA,4536
LBR,JAM,7309
LBR,JOR,5553
LBR,JPN,14446
LBR,KAZ,9343
LBR,KEN,5286
LBR,KGZ,9153
LBR,KHM,12588
LBR,KNA,5812
LBR,KOR,13494
LBR,KWT,6634
LBR,LAO,12207
LBR,LBN,5610
LBR,LBR,
LBR,LBY,3982
LBR,LCA,5599
LBR,LKA,9976
LBR,LTU,6274
LBR,LUX,5053
LBR,LVA,6407
LBR,MAC,13087
LBR,MAR,3046
LBR,MDA,5914
LBR,MDG,6913
LBR,MDV,9286
LBR,MEX,9655
LBR,MKD,5036
LBR,MLI,768
LBR,MLT,4176
LBR,MMR,11579
LBR,MNG,11481
LBR,MOZ,5828
LBR,MRT,1451
LBR,MUS,7971
LBR,MWI,5336
LBR,MYS,12404
LBR,NAM,4372
LBR,NCL,18238
LBR,NER,1585
LBR,NGA,1521
LBR,NIC,8331
LBR,NLD,5307
LBR,NOR,6203
LBR,NPL,10262
LBR,NZL,16124
LBR,OMN,7591
LBR,PAK,8472
LBR,PAN,7600
LBR,PER,7647
LBR,PHL,14176
LBR,PNG,17547
LBR,POL,5873
LBR,PRK,13270
LBR,PRT,3594
LBR,PRY,6166
LBR,PYF,15410
LBR,QAT,6915
LBR,ROM,5529
LBR,RUS,6923
LBR,RWA,4597
LBR,SAU,6394
LBR,SDN,4781
LBR,SEN,1177
LBR,SER,5209
LBR,SGP,12662
LBR,SLB,19163
LBR,SLE,380
LBR,SLV,8647
LBR,SOM,6200
LBR,SUR,4950
LBR,SVK,5353
LBR,SVN,5047
LBR,SWE,6384
LBR,SWZ,5754
LBR,SYC,7428
LBR,SYR,5678
LBR,TCD,2880
LBR,TGO,1292
LBR,THA,12088
LBR,TJK,8685
LBR,TKM,7654
LBR,TON,18580
LBR,TTO,5619
LBR,TUN,3974
LBR,TUR,5677
LBR,TWN,13775
LBR,TZA,5697
LBR,UGA,4805
LBR,UKR,6170
LBR,URY,6600
LBR,USA,7567
LBR,UZB,8714
LBR,VEN,6194
LBR,VNM,12429
LBR,VUT,18759
LBR,YDR,6045
LBR,YEM,6045
LBR,YUG,5209
LBR,ZAF,5368
LBR,ZAR,3077
LBR,ZMB,4906
LBR,ZWE,5291
LBY,ABW,8669
LBY,AFG,5051
LBY,AGO,4764
LBY,ALB,963
LBY,AND,1390
LBY,ARE,4083
LBY,ARG,10697
LBY,ARM,2812
LBY,AUS,16016
LBY,AUT,1560
LBY,AZE,3270
LBY,BDI,4510
LBY,BEN,3292
LBY,BFA,3237
LBY,BGD,7414
LBY,BGR,1237
LBY,BHR,3657
LBY,BHS,8549
LBY,BIH,1147
LBY,BLR,2449
LBY,BLX,1959
LBY,BLZ,9964
LBY,BMU,4729
LBY,BOL,10294
LBY,BRA,8507
LBY,BRN,10748
LBY,BTN,7146
LBY,BWA,6664
LBY,CAF,3363
LBY,CAN,7323
LBY,CHE,1507
LBY,CHL,11544
LBY,CHN,8624
LBY,CIV,3698
LBY,CMR,3434
LBY,COG,4282
LBY,COL,9616
LBY,CRI,10833
LBY,CSK,1760
LBY,CUB,9100
LBY,CYP,1818
LBY,CZE,1760
LBY,DDR,2011
LBY,DEU,2011
LBY,DJI,3925
LBY,DMA,7700
LBY,DNK,2355
LBY,DOM,8270
LBY,DZA,985
LBY,ECU,10199
LBY,EGY,1728
LBY,ERI,3308
LBY,ESP,1639
LBY,EST,2921
LBY,ETH,3798
LBY,FIN,2994
LBY,FJI,17709
LBY,FRA,1842
LBY,GAB,3799
LBY,GBR,2191
LBY,GEO,2850
LBY,GER,2011
LBY,GHA,3518
LBY,GIN,3910
LBY,GMB,3816
LBY,GNB,3867
LBY,GRC,985
LBY,GRD,7924
LBY,GTM,10352
LBY,GUF,7510
LBY,GUY,3664
LBY,HKG,9564
LBY,HND,10097
LBY,HRV,1302
LBY,HTI,8505
LBY,HUN,1523
LBY,IDN,10677
LBY,IND,5993
LBY,IRL,2617
LBY,IRN,3434
LBY,IRQ,2841
LBY,ISL,4086
LBY,ISR,2044
LBY,ITA,816
LBY,JAM,8935
LBY,JOR,2080
LBY,JPN,10467
LBY,KAZ,5468
LBY,KEN,4622
LBY,KGZ,5288
LBY,KHM,9412
LBY,KNA,7705
LBY,KOR,9520
LBY,KWT,3301
LBY,LAO,8834
LBY,LBN,2013
LBY,LBR,3982
LBY,LBY,
LBY,LCA,7739
LBY,LKA,7419
LBY,LTU,2452
LBY,LUX,1788
LBY,LVA,2651
LBY,MAC,9215
LBY,MAR,1928
LBY,MDA,1941
LBY,MDG,6886
LBY,MDV,7011
LBY,MEX,10755
LBY,MKD,1066
LBY,MLI,3244
LBY,MLT,203
LBY,MMR,8335
LBY,MNG,7503
LBY,MOZ,6958
LBY,MRT,3427
LBY,MUS,7629
LBY,MWI,5735
LBY,MYS,9640
LBY,NAM,6317
LBY,NCL,17070
LBY,NER,2604
LBY,NGA,3292
LBY,NIC,10141
LBY,NLD,2123
LBY,NOR,2825
LBY,NPL,6759
LBY,NZL,18211
LBY,OMN,4506
LBY,PAK,5247
LBY,PAN,9744
LBY,PER,10826
LBY,PHL,10635
LBY,PNG,14567
LBY,POL,2080
LBY,PRK,9293
LBY,PRT,2072
LBY,PRY,9990
LBY,PYF,17503
LBY,QAT,3787
LBY,ROM,1549
LBY,RUS,2991
LBY,RWA,4391
LBY,SAU,3367
LBY,SDN,2831
LBY,SEN,3803
LBY,SER,1280
LBY,SGP,9952
LBY,SLB,15854
LBY,SLE,3977
LBY,SLV,10300
LBY,SOM,4873
LBY,SUR,7717
LBY,SVK,1575
LBY,SVN,1315
LBY,SWE,2797
LBY,SWZ,6984
LBY,SYC,6175
LBY,SYR,2099
LBY,TCD,2473
LBY,TGO,3384
LBY,THA,8897
LBY,TJK,4940
LBY,TKM,3926
LBY,TON,17451
LBY,TTO,7984
LBY,TUN,394
LBY,TUR,1787
LBY,TWN,9966
LBY,TZA,5286
LBY,UGA,4274
LBY,UKR,2217
LBY,URY,10549
LBY,USA,7758
LBY,UZB,4889
LBY,VEN,8468
LBY,VNM,8904
LBY,VUT,16942
LBY,YDR,3730
LBY,YEM,3730
LBY,YUG,1280
LBY,ZAF,7572
LBY,ZAR,4287
LBY,ZMB,5751
LBY,ZWE,6094
LCA,ABW,1000
LCA,AFG,12513
LCA,AGO,8568
LCA,ALB,8241
LCA,AND,6710
LCA,ARE,11822
LCA,ARG,5399
LCA,ARM,10293
LCA,AUS,16224
LCA,AUT,7923
LCA,AZE,10709
LCA,BDI,10153
LCA,BEN,7004
LCA,BFA,6051
LCA,BGD,14822
LCA,BGR,8506
LCA,BHR,11397
LCA,BHS,2096
LCA,BIH,8103
LCA,BLR,8676
LCA,BLX,7078
LCA,BLZ,2937
LCA,BMU,12309
LCA,BOL,3464
LCA,BRA,3599
LCA,BRN,17925
LCA,BTN,14443
LCA,BWA,10325
LCA,CAF,8725
LCA,CAN,3738
LCA,CHE,7328
LCA,CHL,5363
LCA,CHN,14078
LCA,CIV,6392
LCA,CMR,8019
LCA,COG,8646
LCA,COL,1878
LCA,CRI,6519
LCA,CSK,7784
LCA,CUB,2457
LCA,CYP,9520
LCA,CZE,7784
LCA,DDR,7726
LCA,DEU,7726
LCA,DJI,11204
LCA,DMA,151
LCA,DNK,7695
LCA,DOM,1034
LCA,DZA,6787
LCA,ECU,2474
LCA,EGY,9453
LCA,ERI,10648
LCA,ESP,6282
LCA,EST,8444
LCA,ETH,10794
LCA,FIN,8456
LCA,FJI,13700
LCA,FRA,6895
LCA,GAB,7904
LCA,GBR,6802
LCA,GEO,10255
LCA,GER,7726
LCA,GHA,6734
LCA,GIN,5208
LCA,GMB,4801
LCA,GNB,4904
LCA,GRC,8590
LCA,GRD,232
LCA,GTM,3163
LCA,GUF,1430
LCA,GUY,5026
LCA,HKG,15974
LCA,HND,2823
LCA,HRV,7908
LCA,HTI,1291
LCA,HUN,8136
LCA,IDN,18416
LCA,IND,13521
LCA,IRL,6472
LCA,IRN,11047
LCA,IRQ,10544
LCA,ISL,6345
LCA,ISR,9783
LCA,ITA,7612
LCA,JAM,1749
LCA,JOR,9819
LCA,JPN,14139
LCA,KAZ,12369
LCA,KEN,10867
LCA,KGZ,12260
LCA,KHM,16806
LCA,KNA,411
LCA,KOR,14274
LCA,KWT,11036
LCA,LAO,16085
LCA,LBN,9739
LCA,LBR,5599
LCA,LBY,7739
LCA,LCA,
LCA,LKA,15134
LCA,LTU,8521
LCA,LUX,7191
LCA,LVA,8426
LCA,MAC,14999
LCA,MAR,5811
LCA,MDA,8886
LCA,MDG,12415
LCA,MDV,14614
LCA,MEX,4100
LCA,MKD,8307
LCA,MLI,5735
LCA,MLT,7821
LCA,MMR,15823
LCA,MNG,13050
LCA,MOZ,11022
LCA,MRT,4838
LCA,MUS,13479
LCA,MWI,10861
LCA,MYS,17331
LCA,NAM,9426
LCA,NCL,14983
LCA,NER,6803
LCA,NGA,7082
LCA,NIC,2740
LCA,NLD,7136
LCA,NOR,7640
LCA,NPL,14166
LCA,NZL,13921
LCA,OMN,12246
LCA,PAK,12957
LCA,PAN,2087
LCA,PER,3400
LCA,PHL,16885
LCA,PNG,16945
LCA,POL,8254
LCA,PRK,14107
LCA,PRT,5764
LCA,PRY,4378
LCA,PYF,10313
LCA,QAT,11525
LCA,ROM,8712
LCA,RUS,9266
LCA,RWA,10192
LCA,SAU,11084
LCA,SDN,9963
LCA,SEN,4715
LCA,SER,8252
LCA,SGP,17646
LCA,SLB,15310
LCA,SLE,5257
LCA,SLV,3048
LCA,SOM,11718
LCA,SUR,1142
LCA,SVK,7989
LCA,SVN,7792
LCA,SWE,8066
LCA,SWZ,10909
LCA,SYC,13006
LCA,SYR,9825
LCA,TCD,8217
LCA,TGO,6862
LCA,THA,16362
LCA,TJK,12250
LCA,TKM,11398
LCA,TON,14169
LCA,TTO,405
LCA,TUN,7425
LCA,TUR,9332
LCA,TWN,15693
LCA,TZA,11296
LCA,UGA,10382
LCA,UKR,8909
LCA,URY,5433
LCA,USA,3189
LCA,UZB,12047
LCA,VEN,729
LCA,VNM,15881
LCA,VUT,14764
LCA,YDR,11186
LCA,YEM,11186
LCA,YUG,8252
LCA,ZAF,9919
LCA,ZAR,8652
LCA,ZMB,10360
LCA,ZWE,10710
LKA,ABW,16087
LKA,AFG,3243
LKA,AGO,7603
LKA,ALB,7030
LKA,AND,8564
LKA,ARE,3346
LKA,ARG,14782
LKA,ARM,5108
LKA,AUS,8621
LKA,AUT,7509
LKA,AZE,4771
LKA,BDI,5731
LKA,BEN,8534
LKA,BFA,9358
LKA,BGD,2182
LKA,BGR,6800
LKA,BHR,3774
LKA,BHS,15705
LKA,BIH,7220
LKA,BLR,7008
LKA,BLX,8414
LKA,BLZ,17029
LKA,BMU,3228
LKA,BOL,16407
LKA,BRA,14239
LKA,BRN,3854
LKA,BTN,2510
LKA,BWA,6849
LKA,CAF,6852
LKA,CAN,13735
LKA,CHE,8065
LKA,CHL,15802
LKA,CHN,5140
LKA,CIV,9214
LKA,CMR,7607
LKA,COG,7299
LKA,COL,16987
LKA,CRI,14626
LKA,CSK,7703
LKA,CUB,16181
LKA,CYP,5690
LKA,CZE,7703
LKA,DDR,7835
LKA,DEU,7835
LKA,DJI,4065
LKA,DMA,15108
LKA,DNK,7980
LKA,DOM,15669
LKA,DZA,8390
LKA,ECU,17507
LKA,EGY,5695
LKA,ERI,4561
LKA,ESP,8957
LKA,EST,7451
LKA,ETH,4565
LKA,FIN,7471
LKA,FJI,11167
LKA,FRA,8537
LKA,GAB,7853
LKA,GBR,8724
LKA,GEO,5193
LKA,GER,7835
LKA,GHA,8851
LKA,GIN,10258
LKA,GMB,10536
LKA,GNB,10475
LKA,GRC,6631
LKA,GRD,15300
LKA,GTM,17439
LKA,GUF,14566
LKA,GUY,10315
LKA,HKG,4058
LKA,HND,17306
LKA,HRV,7458
LKA,HTI,15885
LKA,HUN,7280
LKA,IDN,3293
LKA,IND,2405
LKA,IRL,9141
LKA,IRN,4311
LKA,IRQ,4693
LKA,ISL,9881
LKA,ISR,5385
LKA,ITA,7649
LKA,JAM,16268
LKA,JOR,5351
LKA,JPN,6834
LKA,KAZ,4056
LKA,KEN,4902
LKA,KGZ,4040
LKA,KHM,2759
LKA,KNA,15124
LKA,KOR,5837
LKA,KWT,4160
LKA,LAO,2720
LKA,LBN,5455
LKA,LBR,9976
LKA,LBY,7419
LKA,LCA,15134
LKA,LKA,
LKA,LTU,7178
LKA,LUX,8264
LKA,LVA,7358
LKA,MAC,4729
LKA,MAR,9341
LKA,MDA,6577
LKA,MDG,4563
LKA,MDV,792
LKA,MEX,17131
LKA,MKD,6981
LKA,MLI,9624
LKA,MLT,7355
LKA,MMR,2064
LKA,MNG,5234
LKA,MOZ,6287
LKA,MRT,10389
LKA,MUS,3895
LKA,MWI,5613
LKA,MYS,2431
LKA,NAM,7579
LKA,NCL,9949
LKA,NER,8531
LKA,NGA,8463
LKA,NIC,17429
LKA,NLD,8415
LKA,NOR,8207
LKA,NPL,2351
LKA,NZL,10919
LKA,OMN,2938
LKA,PAK,2389
LKA,PAN,17162
LKA,PER,17448
LKA,PHL,4528
LKA,PNG,7676
LKA,POL,7326
LKA,PRK,5792
LKA,PRT,9453
LKA,PRY,15074
LKA,PYF,14585
LKA,QAT,3640
LKA,ROM,6651
LKA,RUS,6573
LKA,RWA,5622
LKA,SAU,4057
LKA,SDN,5267
LKA,SEN,10595
LKA,SER,7093
LKA,SGP,2705
LKA,SLB,9334
LKA,SLE,10244
LKA,SLV,17452
LKA,SOM,3884
LKA,SUR,14858
LKA,SVK,7446
LKA,SVN,7577
LKA,SWE,7785
LKA,SWZ,6432
LKA,SYC,3002
LKA,SYR,5369
LKA,TCD,7127
LKA,TGO,8693
LKA,THA,2355
LKA,TJK,3648
LKA,TKM,4142
LKA,TON,10707
LKA,TTO,15330
LKA,TUN,7754
LKA,TUR,5954
LKA,TWN,4849
LKA,TZA,4761
LKA,UGA,5330
LKA,UKR,6654
LKA,URY,14592
LKA,USA,14413
LKA,UZB,3972
LKA,VEN,15857
LKA,VNM,3179
LKA,VUT,10097
LKA,YDR,4006
LKA,YEM,4006
LKA,YUG,7093
LKA,ZAF,7898
LKA,ZAR,7295
LKA,ZMB,6210
LKA,ZWE,6033
LTU,ABW,9248
LTU,AFG,4058
LTU,AGO,7129
LTU,ALB,1541
LTU,AND,2227
LTU,ARE,4142
LTU,ARG,12706
LTU,ARM,2154
LTU,AUS,15273
LTU,AUT,963
LTU,AZE,2418
LTU,BDI,6477
LTU,BEN,5740
LTU,BFA,5576
LTU,BGD,6301
LTU,BGR,1377
LTU,BHR,3782
LTU,BHS,8531
LTU,BIH,1306
LTU,BLR,170
LTU,BLX,1495
LTU,BLZ,9864
LTU,BMU,3965
LTU,BOL,11717
LTU,BRA,10364
LTU,BRN,9562
LTU,BTN,5926
LTU,BWA,8814
LTU,CAF,5641
LTU,CAN,6657
LTU,CHE,1446
LTU,CHL,13337
LTU,CHN,6593
LTU,CIV,6106
LTU,CMR,5839
LTU,COG,6619
LTU,COL,10288
LTU,CRI,9331
LTU,CSK,909
LTU,CUB,9004
LTU,CYP,2262
LTU,CZE,909
LTU,DDR,840
LTU,DEU,840
LTU,DJI,5048
LTU,DMA,8430
LTU,DNK,830
LTU,DOM,8678
LTU,DZA,2646
LTU,ECU,10909
LTU,EGY,2785
LTU,ERI,4539
LTU,ESP,2665
LTU,EST,530
LTU,ETH,5218
LTU,FIN,602
LTU,FJI,15379
LTU,FRA,1730
LTU,GAB,6220
LTU,GBR,1735
LTU,GEO,2031
LTU,GER,840
LTU,GHA,5954
LTU,GIN,6100
LTU,GMB,5852
LTU,GNB,5952
LTU,GRC,1863
LTU,GRD,8744
LTU,GTM,10277
LTU,GUF,8808
LTU,GUY,5757
LTU,HKG,7945
LTU,HND,10128
LTU,HRV,1189
LTU,HTI,8838
LTU,HUN,932
LTU,IDN,10011
LTU,IND,5057
LTU,IRL,2052
LTU,IRN,2931
LTU,IRQ,2814
LTU,ISL,2781
LTU,ISR,2700
LTU,ITA,1749
LTU,JAM,9149
LTU,JOR,2699
LTU,JPN,8214
LTU,KAZ,3885
LTU,KEN,6305
LTU,KGZ,3757
LTU,KHM,8304
LTU,KNA,8335
LTU,KOR,7390
LTU,KWT,3372
LTU,LAO,7607
LTU,LBN,2483
LTU,LBR,6274
LTU,LBY,2452
LTU,LCA,8521
LTU,LKA,7178
LTU,LTU,
LTU,LUX,1439
LTU,LVA,264
LTU,MAC,7339
LTU,MAR,3474
LTU,MDA,870
LTU,MDG,8418
LTU,MDV,7087
LTU,MEX,10277
LTU,MKD,1452
LTU,MLI,5508
LTU,MLT,2252
LTU,MMR,7303
LTU,MNG,5407
LTU,MOZ,8965
LTU,MRT,5366
LTU,MUS,8869
LTU,MWI,7643
LTU,MYS,8854
LTU,NAM,8615
LTU,NCL,15189
LTU,NER,5033
LTU,NGA,5742
LTU,NIC,10259
LTU,NLD,1400
LTU,NOR,1046
LTU,NPL,5648
LTU,NZL,17334
LTU,OMN,4432
LTU,PAK,4791
LTU,PAN,10169
LTU,PER,11911
LTU,PHL,9057
LTU,PNG,12877
LTU,POL,401
LTU,PRK,7156
LTU,PRT,3146
LTU,PRY,11839
LTU,PYF,15863
LTU,QAT,3918
LTU,ROM,1163
LTU,RUS,776
LTU,RWA,6323
LTU,SAU,3799
LTU,SDN,4425
LTU,SEN,5797
LTU,SER,1189
LTU,SGP,9162
LTU,SLB,13772
LTU,SLE,6188
LTU,SLV,10279
LTU,SOM,6138
LTU,SUR,8909
LTU,SVK,923
LTU,SVN,1228
LTU,SWE,669
LTU,SWZ,9024
LTU,SYC,7168
LTU,SYR,2529
LTU,TCD,4826
LTU,TGO,5826
LTU,THA,7843
LTU,TJK,3747
LTU,TKM,3039
LTU,TON,15239
LTU,TTO,8866
LTU,TUN,2334
LTU,TUR,1769
LTU,TWN,8143
LTU,TZA,6937
LTU,UGA,6103
LTU,UKR,607
LTU,URY,12593
LTU,USA,7284
LTU,UZB,3526
LTU,VEN,9206
LTU,VNM,7507
LTU,VUT,14870
LTU,YDR,4685
LTU,YEM,4685
LTU,YUG,1189
LTU,ZAF,9852
LTU,ZAR,6623
LTU,ZMB,7812
LTU,ZWE,8095
LUX,ABW,7984
LUX,AFG,5324
LUX,AGO,6482
LUX,ALB,1395
LUX,AND,869
LUX,ARE,5004
LUX,ARG,11287
LUX,ARM,3165
LUX,AUS,16661
LUX,AUT,756
LUX,AZE,3545
LUX,BDI,6287
LUX,BEN,4788
LUX,BFA,4418
LUX,BGD,7646
LUX,BGR,1530
LUX,BHR,4592
LUX,BHS,7466
LUX,BIH,1121
LUX,BLR,1561
LUX,BLX,185
LUX,BLZ,8859
LUX,BMU,5152
LUX,BOL,10297
LUX,BRA,8935
LUX,BRN,10955
LUX,BTN,7291
LUX,BWA,8446
LUX,CAF,5136
LUX,CAN,5866
LUX,CHE,290
LUX,CHL,11899
LUX,CHN,8013
LUX,CIV,5022
LUX,CMR,5131
LUX,COG,6023
LUX,COL,9012
LUX,CRI,9119
LUX,CSK,593
LUX,CUB,7982
LUX,CYP,2724
LUX,CZE,593
LUX,DDR,602
LUX,DEU,602
LUX,DJI,5410
LUX,DMA,7112
LUX,DNK,795
LUX,DOM,7458
LUX,DZA,1454
LUX,ECU,9630
LUX,EGY,3014
LUX,ERI,4818
LUX,ESP,1261
LUX,EST,1638
LUX,ETH,5406
LUX,FIN,1693
LUX,FJI,16504
LUX,FRA,300
LUX,GAB,5465
LUX,GBR,490
LUX,GEO,3099
LUX,GER,602
LUX,GHA,4940
LUX,GIN,4816
LUX,GMB,4506
LUX,GNB,4623
LUX,GRC,1877
LUX,GRD,7408
LUX,GTM,9269
LUX,GUF,7387
LUX,GUY,4436
LUX,HKG,9380
LUX,HND,9073
LUX,HRV,843
LUX,HTI,7646
LUX,HUN,984
LUX,IDN,11289
LUX,IND,6333
LUX,IRL,952
LUX,IRN,3957
LUX,IRQ,3613
LUX,ISL,2321
LUX,ISR,3134
LUX,ITA,997
LUX,JAM,8006
LUX,JOR,3154
LUX,JPN,9545
LUX,KAZ,5292
LUX,KEN,6338
LUX,KGZ,5153
LUX,KHM,9671
LUX,KNA,7042
LUX,KOR,8781
LUX,KWT,4178
LUX,LAO,8991
LUX,LBN,2980
LUX,LBR,5053
LUX,LBY,1788
LUX,LCA,7191
LUX,LKA,8264
LUX,LTU,1439
LUX,LUX,
LUX,LVA,1463
LUX,MAC,8774
LUX,MAR,2097
LUX,MDA,1709
LUX,MDG,8586
LUX,MDV,8041
LUX,MEX,9456
LUX,MKD,1398
LUX,MLI,4289
LUX,MLT,1649
LUX,MMR,8642
LUX,MNG,6821
LUX,MOZ,8745
LUX,MRT,4002
LUX,MUS,9242
LUX,MWI,7510
LUX,MYS,10150
LUX,NAM,8060
LUX,NCL,16554
LUX,NER,4031
LUX,NGA,4807
LUX,NIC,9172
LUX,NLD,336
LUX,NOR,1169
LUX,NPL,6983
LUX,NZL,18763
LUX,OMN,5368
LUX,PAK,5896
LUX,PAN,8968
LUX,PER,10550
LUX,PHL,10493
LUX,PNG,14309
LUX,POL,1093
LUX,PRK,8547
LUX,PRT,1715
LUX,PRY,10404
LUX,PYF,15852
LUX,QAT,4734
LUX,ROM,1620
LUX,RUS,2213
LUX,RWA,6162
LUX,SAU,4463
LUX,SDN,4475
LUX,SEN,4440
LUX,SER,1206
LUX,SGP,10463
LUX,SLB,15110
LUX,SLE,4914
LUX,SLV,9248
LUX,SOM,6447
LUX,SUR,7503
LUX,SVK,820
LUX,SVN,730
LUX,SWE,1340
LUX,SWZ,8772
LUX,SYC,7662
LUX,SYR,3056
LUX,TCD,4230
LUX,TGO,4840
LUX,THA,9194
LUX,TJK,5062
LUX,TKM,4226
LUX,TON,16463
LUX,TTO,7517
LUX,TUN,1469
LUX,TUR,2350
LUX,TWN,9579
LUX,TZA,7002
LUX,UGA,6023
LUX,UKR,1721
LUX,URY,11181
LUX,USA,6404
LUX,UZB,4881
LUX,VEN,7896
LUX,VNM,8919
LUX,VUT,16181
LUX,YDR,5127
LUX,YEM,5127
LUX,YUG,1206
LUX,ZAF,9315
LUX,ZAR,6028
LUX,ZMB,7539
LUX,ZWE,7880
LVA,ABW,9126
LVA,AFG,4203
LVA,AGO,7359
LVA,ALB,1767
LVA,AND,2296
LVA,ARE,4371
LVA,ARG,12749
LVA,ARM,2379
LVA,AUS,15327
LVA,AUT,1116
LVA,AZE,2618
LVA,BDI,6736
LVA,BEN,5928
LVA,BFA,5723
LVA,BGD,6402
LVA,BGR,1622
LVA,BHR,4018
LVA,BHS,8359
LVA,BIH,1513
LVA,BLR,404
LVA,BLX,1487
LVA,BLZ,9677
LVA,BMU,4134
LVA,BOL,11673
LVA,BRA,10394
LVA,BRN,9627
LVA,BTN,6018
LVA,BWA,9068
LVA,CAF,5880
LVA,CAN,6447
LVA,CHE,1522
LVA,CHL,13337
LVA,CHN,6551
LVA,CIV,6270
LVA,CMR,6059
LVA,COG,6853
LVA,COL,10168
LVA,CRI,9071
LVA,CSK,1005
LVA,CUB,8823
LVA,CYP,2525
LVA,CZE,1005
LVA,DDR,867
LVA,DEU,867
LVA,DJI,5309
LVA,DMA,8330
LVA,DNK,748
LVA,DOM,8544
LVA,DZA,2765
LVA,ECU,10787
LVA,EGY,3049
LVA,ERI,4802
LVA,ESP,2718
LVA,EST,279
LVA,ETH,5482
LVA,FIN,353
LVA,FJI,15228
LVA,FRA,1738
LVA,GAB,6436
LVA,GBR,1689
LVA,GEO,2248
LVA,GER,867
LVA,GHA,6131
LVA,GIN,6213
LVA,GMB,5941
LVA,GNB,6049
LVA,GRC,2111
LVA,GRD,8651
LVA,GTM,10090
LVA,GUF,8770
LVA,GUY,5856
LVA,HKG,7964
LVA,HND,9949
LVA,HRV,1361
LVA,HTI,8696
LVA,HUN,1129
LVA,IDN,10131
LVA,IND,5193
LVA,IRL,1957
LVA,IRN,3144
LVA,IRQ,3058
LVA,ISL,2563
LVA,ISR,2963
LVA,ITA,1914
LVA,JAM,8993
LVA,JOR,2962
LVA,JPN,8112
LVA,KAZ,3953
LVA,KEN,6569
LVA,KGZ,3836
LVA,KHM,8388
LVA,KNA,8226
LVA,KOR,7321
LVA,KWT,3611
LVA,LAO,7682
LVA,LBN,2745
LVA,LBR,6407
LVA,LBY,2651
LVA,LCA,8426
LVA,LKA,7358
LVA,LTU,264
LVA,LUX,1463
LVA,LVA,
LVA,MAC,7320
LVA,MAR,3544
LVA,MDA,1134
LVA,MDG,8681
LVA,MDV,7291
LVA,MEX,10061
LVA,MKD,1683
LVA,MLI,5639
LVA,MLT,2453
LVA,MMR,7404
LVA,MNG,5358
LVA,MOZ,9226
LVA,MRT,5446
LVA,MUS,9125
LVA,MWI,7904
LVA,MYS,8970
LVA,NAM,8857
LVA,NCL,15110
LVA,NER,5209
LVA,NGA,5932
LVA,NIC,10087
LVA,NLD,1363
LVA,NOR,849
LVA,NPL,5757
LVA,NZL,17300
LVA,OMN,4650
LVA,PAK,4976
LVA,PAN,10025
LVA,PER,11823
LVA,PHL,9074
LVA,PNG,12850
LVA,POL,571
LVA,PRK,7087
LVA,PRT,3177
LVA,PRY,11858
LVA,PYF,15602
LVA,QAT,4153
LVA,ROM,1421
LVA,RUS,841
LVA,RWA,6583
LVA,SAU,4048
LVA,SDN,4688
LVA,SEN,5881
LVA,SER,1412
LVA,SGP,9274
LVA,SLB,13679
LVA,SLE,6305
LVA,SLV,10096
LVA,SOM,6400
LVA,SUR,8857
LVA,SVK,1087
LVA,SVN,1382
LVA,SWE,435
LVA,SWZ,9283
LVA,SYC,7420
LVA,SYR,2791
LVA,TCD,5054
LVA,TGO,6008
LVA,THA,7937
LVA,TJK,3874
LVA,TKM,3217
LVA,TON,15111
LVA,TTO,8779
LVA,TUN,2504
LVA,TUR,2032
LVA,TWN,8128
LVA,TZA,7201
LVA,UGA,6364
LVA,UKR,862
LVA,URY,12644
LVA,USA,7085
LVA,UZB,3635
LVA,VEN,9100
LVA,VNM,7562
LVA,VUT,14768
LVA,YDR,4944
LVA,YEM,4944
LVA,YUG,1412
LVA,ZAF,10097
LVA,ZAR,6857
LVA,ZMB,8069
LVA,ZWE,8355
