ccode,pcode,km
KGZ,DDR,4579
KGZ,DEU,4579
KGZ,DJI,4622
KGZ,DMA,12162
KGZ,DNK,4574
KGZ,DOM,12308
KGZ,DZA,5991
KGZ,ECU,14573
KGZ,EGY,4095
KGZ,ERI,4575
KGZ,ESP,6264
KGZ,EST,3820
KGZ,ETH,5153
KGZ,FIN,3813
KGZ,FJI,12499
KGZ,FRA,5453
KGZ,GAB,7998
KGZ,GBR,5491
KGZ,GEO,2447
KGZ,GER,4579
KGZ,GHA,8379
KGZ,GIN,9161
KGZ,GMB,9105
KGZ,GNB,9151
KGZ,GRC,4304
KGZ,GRD,12487
KGZ,GTM,13486
KGZ,GUF,12535
KGZ,GUY,8948
KGZ,HKG,4307
KGZ,HND,13437
KGZ,HRV,4573
KGZ,HTI,12429
KGZ,HUN,4303
KGZ,IDN,6334
KGZ,IND,1634
KGZ,IRL,5793
KGZ,IRN,2173
KGZ,IRQ,2853
KGZ,ISL,6093
KGZ,ISR,3687
KGZ,ITA,5020
KGZ,JAM,12661
KGZ,JOR,3647
KGZ,JPN,5525
KGZ,KAZ,195
KGZ,KEN,6213
KGZ,KGZ,
KGZ,KHM,4552
KGZ,KNA,12048
KGZ,KOR,4436
KGZ,KWT,2821
KGZ,LAO,3850
KGZ,LBN,3559
KGZ,LBR,9153
KGZ,LBY,5288
KGZ,LCA,12260
KGZ,LKA,4040
KGZ,LTU,3757
KGZ,LUX,5153
KGZ,LVA,3836
KGZ,MAC,3943
KGZ,MAR,6972
KGZ,MDA,3567
KGZ,MDG,7392
KGZ,MDV,4324
KGZ,MEX,13097
KGZ,MKD,4353
KGZ,MLI,8471
KGZ,MLT,5121
KGZ,MMR,3582
KGZ,MNG,2568
KGZ,MOZ,8771
KGZ,MRT,8705
KGZ,MUS,7238
KGZ,MWI,7560
KGZ,MYS,5171
KGZ,NAM,9354
KGZ,NCL,11813
KGZ,NER,7602
KGZ,NGA,8030
KGZ,NIC,13622
KGZ,NLD,5156
KGZ,NOR,4625
KGZ,NPL,1972
KGZ,NZL,13686
KGZ,OMN,2639
KGZ,PAK,2163
KGZ,PAN,13734
KGZ,PER,15660
KGZ,PHL,5407
KGZ,PNG,9336
KGZ,POL,4062
KGZ,PRK,4234
KGZ,PRT,6783
KGZ,PRY,15276
KGZ,PYF,15029
KGZ,QAT,2877
KGZ,ROM,3861
KGZ,RUS,2998
KGZ,RWA,6693
KGZ,SAU,3298
KGZ,SDN,5052
KGZ,SEN,9090
KGZ,SER,4295
KGZ,SGP,5467
KGZ,SLB,10572
KGZ,SLE,9216
KGZ,SLV,13532
KGZ,SOM,5409
KGZ,SUR,12656
KGZ,SVK,4419
KGZ,SVN,4675
KGZ,SWE,4197
KGZ,SWZ,8894
KGZ,SYC,5634
KGZ,SYR,3498
KGZ,TCD,6641
KGZ,TGO,8210
KGZ,THA,4105
KGZ,TJK,700
KGZ,TKM,1561
KGZ,TON,12179
KGZ,TTO,12616
KGZ,TUN,5436
KGZ,TUR,3510
KGZ,TWN,4678
KGZ,TZA,6565
KGZ,UGA,6349
KGZ,UKR,3454
KGZ,URY,15730
KGZ,USA,10498
KGZ,UZB,471
KGZ,VEN,12925
KGZ,VNM,3768
KGZ,VUT,11654
KGZ,YDR,4231
KGZ,YEM,4231
KGZ,YUG,4295
KGZ,ZAF,10266
KGZ,ZAR,7932
KGZ,ZMB,8035
KGZ,ZWE,8100
KHM,ABW,17346
KHM,AFG,4408
KHM,AGO,10362
KHM,ALB,8755
KHM,AND,10240
KHM,ARE,5494
KHM,ARG,16948
KHM,ARM,6676
KHM,AUS,6990
KHM,AUT,8963
KHM,AZE,6235
KHM,BDI,8488
KHM,BEN,11176
KHM,BFA,11907
KHM,BGD,2034
KHM,BGR,8469
KHM,BHR,5884
KHM,BHS,15991
KHM,BIH,8847
KHM,BLR,8153
KHM,BLX,9770
KHM,BLZ,16546
KHM,BMU,4687
KHM,BOL,19083
KHM,BRA,16995
KHM,BRN,1337
KHM,BTN,2381
KHM,BWA,9457
KHM,CAF,9548
KHM,CAN,13745
KHM,CHE,9563
KHM,CHL,17551
KHM,CHN,3347
KHM,CIV,11862
KHM,CMR,10301
KHM,COG,10051
KHM,COL,18297
KHM,CRI,12777
KHM,CSK,9079
KHM,CUB,16145
KHM,CYP,7594
KHM,CZE,9079
KHM,DDR,9115
KHM,DEU,9115
KHM,DJI,6688
KHM,DMA,16701
KHM,DNK,9125
KHM,DOM,16685
KHM,DZA,10285
KHM,ECU,18762
KHM,EGY,7804
KHM,ERI,7101
KHM,ESP,10689
KHM,EST,8363
KHM,ETH,7231
KHM,FIN,8351
KHM,FJI,8754
KHM,FRA,9970
KHM,GAB,10574
KHM,GBR,10034
KHM,GEO,6687
KHM,GER,9115
KHM,GHA,11502
KHM,GIN,12806
KHM,GMB,12983
KHM,GNB,12959
KHM,GRC,8474
KHM,GRD,17035
KHM,GTM,16748
KHM,GUF,16921
KHM,GUY,12777
KHM,HKG,1589
KHM,HND,16940
KHM,HRV,9010
KHM,HTI,16725
KHM,HUN,8762
KHM,IDN,1953
KHM,IND,3427
KHM,IRL,10344
KHM,IRN,5984
KHM,IRQ,6577
KHM,ISL,10508
KHM,ISR,7422
KHM,ITA,9375
KHM,JAM,16777
KHM,JOR,7381
KHM,JPN,4422
KHM,KAZ,4439
KHM,KEN,7658
KHM,KGZ,4552
KHM,KHM,
KHM,KNA,16564
KHM,KOR,3659
KHM,KWT,6172
KHM,LAO,733
KHM,LBN,7411
KHM,LBR,12588
KHM,LBY,9412
KHM,LCA,16806
KHM,LKA,2759
KHM,LTU,8304
KHM,LUX,9671
KHM,LVA,8388
KHM,MAC,2572
KHM,MAR,11291
KHM,MDA,8009
KHM,MDG,7114
KHM,MDV,3539
KHM,MEX,15765
KHM,MKD,8676
KHM,MLI,12129
KHM,MLT,9291
KHM,MMR,1077
KHM,MNG,4078
KHM,MOZ,8835
KHM,MRT,12729
KHM,MUS,6252
KHM,MWI,8326
KHM,MYS,984
KHM,NAM,10249
KHM,NCL,7702
KHM,NER,11058
KHM,NGA,11109
KHM,NIC,17185
KHM,NLD,9699
KHM,NOR,9166
KHM,NPL,2702
KHM,NZL,9233
KHM,OMN,5064
KHM,PAK,4221
KHM,PAN,17790
KHM,PER,19860
KHM,PHL,1772
KHM,PNG,5241
KHM,POL,8590
KHM,PRK,3712
KHM,PRT,11215
KHM,PRY,17604
KHM,PYF,12092
KHM,QAT,5779
KHM,ROM,8230
KHM,RUS,7550
KHM,RWA,8377
KHM,SAU,6283
KHM,SDN,7807
KHM,SEN,13017
KHM,SER,8688
KHM,SGP,1140
KHM,SLB,6812
KHM,SLE,12811
KHM,SLV,16873
KHM,SOM,6635
KHM,SUR,17118
KHM,SVK,8897
KHM,SVN,9121
KHM,SWE,8742
KHM,SWZ,8979
KHM,SYC,5724
KHM,SYR,7327
KHM,TCD,9708
KHM,TGO,11336
KHM,THA,518
KHM,TJK,4619
KHM,TKM,5546
KHM,TON,8326
KHM,TTO,17167
KHM,TUN,9665
KHM,TUR,7686
KHM,TWN,2336
KHM,TZA,7512
KHM,UGA,8078
KHM,UKR,7951
KHM,URY,16805
KHM,USA,14450
KHM,UZB,4791
KHM,VEN,17440
KHM,VNM,1081
KHM,VUT,7723
KHM,YDR,6544
KHM,YEM,6544
KHM,YUG,8688
KHM,ZAF,10380
KHM,ZAR,10048
KHM,ZMB,8921
KHM,ZWE,8708
KNA,ABW,966
KNA,AFG,12364
KNA,AGO,8826
KNA,ALB,8151
KNA,AND,6612
KNA,ARE,11785
KNA,ARG,5778
KNA,ARM,10178
KNA,AUS,16327
KNA,AUT,7785
KNA,AZE,10580
KNA,BDI,10355
KNA,BEN,7190
KNA,BFA,6218
KNA,BGD,14627
KNA,BGR,8405
KNA,BHR,11357
KNA,BHS,1733
KNA,BIH,7996
KNA,BLR,8494
KNA,BLX,6920
KNA,BLZ,2705
KNA,BMU,12187
KNA,BOL,3789
KNA,BRA,4010
KNA,BRN,17596
KNA,BTN,14235
KNA,BWA,10643
KNA,CAF,8899
KNA,CAN,3331
KNA,CHE,7196
KNA,CHL,5695
KNA,CHN,13717
KNA,CIV,6599
KNA,CMR,8210
KNA,COG,8877
KNA,COL,1970
KNA,CRI,6159
KNA,CSK,7632
KNA,CUB,2139
KNA,CYP,9458
KNA,CZE,7632
KNA,DDR,7558
KNA,DEU,7558
KNA,DJI,11283
KNA,DMA,263
KNA,DNK,7506
KNA,DOM,736
KNA,DZA,6738
KNA,ECU,2588
KNA,EGY,9429
KNA,ERI,10710
KNA,ESP,6198
KNA,EST,8228
KNA,ETH,10900
KNA,FIN,8235
KNA,FJI,13596
KNA,FRA,6750
KNA,GAB,8117
KNA,GBR,6634
KNA,GEO,10129
KNA,GER,7558
KNA,GHA,6933
KNA,GIN,5401
KNA,GMB,4963
KNA,GNB,5078
KNA,GRC,8520
KNA,GRD,594
KNA,GTM,2973
KNA,GUF,1827
KNA,GUY,5186
KNA,HKG,15628
KNA,HND,2643
KNA,HRV,7787
KNA,HTI,1013
KNA,HUN,8003
KNA,IDN,18331
KNA,IND,13372
KNA,IRL,6283
KNA,IRN,10947
KNA,IRQ,10474
KNA,ISL,6063
KNA,ISR,9743
KNA,ITA,7523
KNA,JAM,1497
KNA,JOR,9778
KNA,JPN,13730
KNA,KAZ,12146
KNA,KEN,11043
KNA,KGZ,12048
KNA,KHM,16564
KNA,KNA,
KNA,KOR,13883
KNA,KWT,10984
KNA,LAO,15834
KNA,LBN,9685
KNA,LBR,5812
KNA,LBY,7705
KNA,LCA,411
KNA,LKA,15124
KNA,LTU,8335
KNA,LUX,7042
KNA,LVA,8226
KNA,MAC,14635
KNA,MAR,5783
KNA,MDA,8748
KNA,MDG,12681
KNA,MDV,14658
KNA,MEX,3848
KNA,MKD,8211
KNA,MLI,5892
KNA,MLT,7774
KNA,MMR,15628
KNA,MNG,12713
KNA,MOZ,11338
KNA,MRT,4954
KNA,MUS,13747
KNA,MWI,11116
KNA,MYS,17187
KNA,NAM,9745
KNA,NCL,14907
KNA,NER,6941
KNA,NGA,7268
KNA,NIC,2593
KNA,NLD,6965
KNA,NOR,7423
KNA,NPL,13982
KNA,NZL,14015
KNA,OMN,12203
KNA,PAK,12875
KNA,PAN,2045
KNA,PER,3630
KNA,PHL,16504
KNA,PNG,16706
KNA,POL,8087
KNA,PRK,13720
KNA,PRT,5689
KNA,PRY,4763
KNA,PYF,10248
KNA,QAT,11489
KNA,ROM,8596
KNA,RUS,9066
KNA,RWA,10384
KNA,SAU,11068
KNA,SDN,10038
KNA,SEN,4869
KNA,SER,8138
KNA,SGP,17496
KNA,SLB,15112
KNA,SLE,5459
KNA,SLV,2869
KNA,SOM,11857
KNA,SUR,1550
KNA,SVK,7851
KNA,SVN,7669
KNA,SWE,7852
KNA,SWZ,11229
KNA,SYC,13170
KNA,SYR,9771
KNA,TCD,8344
KNA,TGO,7053
KNA,THA,16149
KNA,TJK,12079
KNA,TKM,11266
KNA,TON,14065
KNA,TTO,786
KNA,TUN,7375
KNA,TUR,9241
KNA,TWN,15312
KNA,TZA,11501
KNA,UGA,10556
KNA,UKR,8750
KNA,URY,5818
KNA,USA,2779
KNA,UZB,11859
KNA,VEN,879
KNA,VNM,15593
KNA,VUT,14648
KNA,YDR,11238
KNA,YEM,11238
KNA,YUG,8138
KNA,ZAF,10279
KNA,ZAR,8882
KNA,ZMB,10632
KNA,ZWE,10990
KOR,ABW,14240
KOR,AFG,5157
KOR,AGO,12705
KOR,ALB,8584
KOR,AND,9613
KOR,ARE,6944
KOR,ARG,19473
KOR,ARM,6900
KOR,AUS,8390
KOR,AUT,8327
KOR,AZE,6477
KOR,BDI,10930
KOR,BEN,12499
KOR,BFA,12737
KOR,BGD,3795
KOR,BGR,8291
KOR,BHR,7151
KOR,BHS,12656
KOR,BIH,8500
KOR,BLR,7309
KOR,BLX,8782
KOR,BLZ,12919
KOR,BMU,5616
KOR,BOL,17279
KOR,BRA,17557
KOR,BRN,3861
KOR,BTN,3657
KOR,BWA,12614
KOR,CAF,11384
KOR,CAN,10583
KOR,CHE,8833
KOR,CHL,18409
KOR,CHN,969
KOR,CIV,13081
KOR,CMR,12017
KOR,COG,12233
KOR,COL,14875
KOR,CRI,9131
KOR,CSK,8299
KOR,CUB,12659
KOR,CYP,8029
KOR,CZE,8299
KOR,DDR,8189
KOR,DEU,8189
KOR,DJI,8705
KOR,DMA,14125
KOR,DNK,8011
KOR,DOM,13617
KOR,DZA,10007
KOR,ECU,15161
KOR,EGY,8524
KOR,ERI,8831
KOR,ESP,10039
KOR,EST,7148
KOR,ETH,9285
KOR,FIN,7098
KOR,FJI,8194
KOR,FRA,9043
KOR,GAB,12402
KOR,GBR,8916
KOR,GEO,6804
KOR,GER,8189
KOR,GHA,12805
KOR,GIN,13419
KOR,GMB,13232
KOR,GNB,13321
KOR,GRC,8569
KOR,GRD,14477
KOR,GTM,13093
KOR,GUF,15388
KOR,GUY,13121
KOR,HKG,2079
KOR,HND,13305
KOR,HRV,8506
KOR,HTI,13534
KOR,HUN,8221
KOR,IDN,5283
KOR,IND,4717
KOR,IRL,9004
KOR,IRN,6604
KOR,IRQ,7287
KOR,ISL,8423
KOR,ISR,8119
KOR,ITA,9045
KOR,JAM,13403
KOR,JOR,8079
KOR,JPN,1136
KOR,KAZ,4241
KOR,KEN,10148
KOR,KGZ,4436
KOR,KHM,3659
KOR,KNA,13883
KOR,KOR,
KOR,KWT,7201
KOR,LAO,3258
KOR,LBN,7980
KOR,LBR,13494
KOR,LBY,9520
KOR,LCA,14274
KOR,LKA,5837
KOR,LTU,7390
KOR,LUX,8781
KOR,LVA,7321
KOR,MAC,1128
KOR,MAR,10862
KOR,MDA,7608
KOR,MDG,10393
KOR,MDV,6587
KOR,MEX,12110
KOR,MKD,8481
KOR,MLI,12764
KOR,MLT,9330
KOR,MMR,3818
KOR,MNG,2017
KOR,MOZ,12103
KOR,MRT,12755
KOR,MUS,9700
KOR,MWI,11243
KOR,MYS,4622
KOR,NAM,13229
KOR,NCL,7799
KOR,NER,11995
KOR,NGA,12463
KOR,NIC,13548
KOR,NLD,8627
KOR,NOR,7796
KOR,NPL,4049
KOR,NZL,9988
KOR,OMN,6635
KOR,PAK,5810
KOR,PAN,14251
KOR,PER,16356
KOR,PHL,2632
KOR,PNG,5597
KOR,POL,7784
KOR,PRK,234
KOR,PRT,10485
KOR,PRY,18634
KOR,PYF,10642
KOR,QAT,7123
KOR,ROM,7981
KOR,RUS,6665
KOR,RWA,10771
KOR,SAU,7611
KOR,SDN,9401
KOR,SEN,13184
KOR,SER,8335
KOR,SGP,4691
KOR,SLB,6400
KOR,SLE,13493
KOR,SLV,13221
KOR,SOM,9161
KOR,SUR,15275
KOR,SVK,8275
KOR,SVN,8577
KOR,SWE,7480
KOR,SWZ,12247
KOR,SYC,8725
KOR,SYR,7924
KOR,TCD,11074
KOR,TGO,12639
KOR,THA,3753
KOR,TJK,5014
KOR,TKM,5993
KOR,TON,7945
KOR,TTO,14668
KOR,TUN,9569
KOR,TUR,7826
KOR,TWN,1467
KOR,TZA,10272
KOR,UGA,10423
KOR,UKR,7378
KOR,URY,19635
KOR,USA,11212
KOR,UZB,4901
KOR,VEN,14556
KOR,VNM,2755
KOR,VUT,7506
KOR,YDR,8381
KOR,YEM,8381
KOR,YUG,8335
KOR,ZAF,13724
KOR,ZAR,12233
KOR,ZMB,11818
KOR,ZWE,11730
KWT,ABW,11949
KWT,AFG,2075
KWT,AGO,5623
KWT,ALB,2878
KWT,AND,4405
KWT,ARE,828
KWT,ARG,13204
KWT,ARM,1264
KWT,AUS,12779
KWT,AUT,3436
KWT,AZE,1256
KWT,BDI,4139
KWT,BEN,5389
KWT,BFA,5889
KWT,BGD,4250
KWT,BGR,2666
KWT,BHR,418
KWT,BHS,11633
KWT,BIH,3088
KWT,BLR,3210
KWT,BLX,4343
KWT,BLZ,13034
KWT,BMU,1641
KWT,BOL,13407
KWT,BRA,11384
KWT,BRN,7502
KWT,BTN,4062
KWT,BWA,6441
KWT,CAF,4197
KWT,CAN,9975
KWT,CHE,3951
KWT,CHL,14251
KWT,CHN,6232
KWT,CIV,6037
KWT,CMR,4816
KWT,COG,5111
KWT,COL,12913
KWT,CRI,12564
KWT,CSK,3659
KWT,CUB,12156
KWT,CYP,1529
KWT,CZE,3659
KWT,DDR,3838
KWT,DEU,3838
KWT,DJI,2024
KWT,DMA,10992
KWT,DNK,4060
KWT,DOM,11509
KWT,DZA,4250
KWT,ECU,13500
KWT,EGY,1633
KWT,ERI,1804
KWT,ESP,4797
KWT,EST,3801
KWT,ETH,2456
KWT,FIN,3848
KWT,FJI,14881
KWT,FRA,4430
KWT,GAB,5201
KWT,GBR,4658
KWT,GEO,1423
KWT,GER,3838
KWT,GHA,5715
KWT,GIN,6750
KWT,GMB,6845
KWT,GNB,6841
KWT,GRC,2471
KWT,GRD,11223
KWT,GTM,13443
KWT,GUF,10761
KWT,GUY,6650
KWT,HKG,6598
KWT,HND,13233
KWT,HRV,3344
KWT,HTI,11726
KWT,HUN,3206
KWT,IDN,7381
KWT,IND,2838
KWT,IRL,5104
KWT,IRN,756
KWT,IRQ,570
KWT,ISL,6139
KWT,ISR,1262
KWT,ITA,3490
KWT,JAM,12124
KWT,JOR,1223
KWT,JPN,8316
KWT,KAZ,3013
KWT,KEN,3598
KWT,KGZ,2821
KWT,KHM,6172
KWT,KNA,10984
KWT,KOR,7201
KWT,KWT,
KWT,LAO,5658
KWT,LBN,1299
KWT,LBR,6634
KWT,LBY,3301
KWT,LCA,11036
KWT,LKA,4160
KWT,LTU,3372
KWT,LUX,4178
KWT,LVA,3611
KWT,MAC,6538
KWT,MAR,5228
KWT,MDA,2592
KWT,MDG,5316
KWT,MDV,3866
KWT,MEX,13598
KWT,MKD,2836
KWT,MLI,6052
KWT,MLT,3215
KWT,MMR,5100
KWT,MNG,5389
KWT,MOZ,6327
KWT,MRT,6560
KWT,MUS,5582
KWT,MWI,5014
KWT,MYS,6341
KWT,NAM,6631
KWT,NCL,13872
KWT,NER,5049
KWT,NGA,5341
KWT,NIC,13315
KWT,NLD,4378
KWT,NOR,4403
KWT,NPL,3637
KWT,NZL,15079
KWT,OMN,1222
KWT,PAK,1958
KWT,PAN,13007
KWT,PER,14068
KWT,PHL,7577
KWT,PNG,11406
KWT,POL,3387
KWT,PRK,7014
KWT,PRT,5297
KWT,PRY,12771
KWT,PYF,17841
KWT,QAT,559
KWT,ROM,2563
KWT,RUS,3043
KWT,RWA,3962
KWT,SAU,557
KWT,SDN,2231
KWT,SEN,6867
KWT,SER,2976
KWT,SGP,6653
KWT,SLB,12906
KWT,SLE,6779
KWT,SLV,13416
KWT,SOM,3042
KWT,SUR,10990
KWT,SVK,3378
KWT,SVN,3462
KWT,SWE,4039
KWT,SWZ,6429
KWT,SYC,3849
KWT,SYR,1213
KWT,TCD,3905
KWT,TGO,5542
KWT,THA,5654
KWT,TJK,2190
KWT,TKM,1304
KWT,TON,14476
KWT,TTO,11284
KWT,TUN,3611
KWT,TUR,1828
KWT,TWN,7163
KWT,TZA,4088
KWT,UGA,3634
KWT,UKR,2771
KWT,URY,13017
KWT,USA,10558
KWT,UZB,2351
KWT,VEN,11765
KWT,VNM,5818
KWT,VUT,13882
KWT,YDR,1605
KWT,YEM,1605
KWT,YUG,2976
KWT,ZAF,7661
KWT,ZAR,5111
KWT,ZMB,5403
KWT,ZWE,5547
LAO,ABW,16615
LAO,AFG,3791
LAO,AGO,10229
LAO,ALB,8131
LAO,AND,9591
LAO,ARE,5038
LAO,ARG,17368
LAO,ARM,6059
LAO,AUS,7673
LAO,AUT,8296
LAO,AZE,5610
LAO,BDI,8346
LAO,BEN,10835
LAO,BFA,11494
LAO,BGD,1421
LAO,BGR,7840
LAO,BHR,5405
LAO,BHS,15300
LAO,BIH,8206
LAO,BLR,7459
LAO,BLX,9083
LAO,BLZ,15976
LAO,BMU,4108
LAO,BOL,19026
LAO,BRA,16833
LAO,BRN,1967
LAO,BTN,1713
LAO,BWA,9561
LAO,CAF,9277
LAO,CAN,13047
LAO,CHE,8895
LAO,CHL,18157
LAO,CHN,2790
LAO,CIV,11519
LAO,CMR,10020
LAO,COG,9872
LAO,COL,17586
LAO,CRI,12372
LAO,CSK,8401
LAO,CUB,15493
LAO,CYP,7024
LAO,CZE,8401
LAO,DDR,8425
LAO,DEU,8425
LAO,DJI,6396
LAO,DMA,15976
LAO,DNK,8422
LAO,DOM,15956
LAO,DZA,9675
LAO,ECU,18105
LAO,EGY,7281
LAO,ERI,6751
LAO,ESP,10044
LAO,EST,7649
LAO,ETH,6961
LAO,FIN,7635
LAO,FJI,9227
LAO,FRA,9291
LAO,GAB,10323
LAO,GBR,9340
LAO,GEO,6058
LAO,GER,8425
LAO,GHA,11166
LAO,GIN,12380
LAO,GMB,12503
LAO,GNB,12495
LAO,GRC,7878
LAO,GRD,16315
LAO,GTM,16226
LAO,GUF,16321
LAO,GUY,12306
LAO,HKG,1338
LAO,HND,16374
LAO,HRV,8355
LAO,HTI,16005
LAO,HUN,8101
LAO,IDN,2674
LAO,IND,2846
LAO,IRL,9639
LAO,IRN,5401
LAO,IRQ,6023
LAO,ISL,9775
LAO,ISR,6887
LAO,ITA,8744
LAO,JAM,16085
LAO,JOR,6845
LAO,JPN,4159
LAO,KAZ,3729
LAO,KEN,7515
LAO,KGZ,3850
LAO,KHM,733
LAO,KNA,15834
LAO,KOR,3258
LAO,KWT,5658
LAO,LAO,
LAO,LBN,6856
LAO,LBR,12207
LAO,LBY,8834
LAO,LCA,16085
LAO,LKA,2720
LAO,LTU,7607
LAO,LUX,8991
LAO,LVA,7682
LAO,MAC,2132
LAO,MAR,10679
LAO,MDA,7349
LAO,MDG,7249
LAO,MDV,3510
LAO,MEX,15321
LAO,MKD,8049
LAO,MLI,11689
LAO,MLT,8702
LAO,MMR,680
LAO,MNG,3402
LAO,MOZ,8979
LAO,MRT,12208
LAO,MUS,6473
LAO,MWI,8328
LAO,MYS,1620
LAO,NAM,10299
LAO,NCL,8250
LAO,NER,10643
LAO,NGA,10772
LAO,NIC,16616
LAO,NLD,9005
LAO,NOR,8450
LAO,NPL,2077
LAO,NZL,9886
LAO,OMN,4619
LAO,PAK,3745
LAO,PAN,17130
LAO,PER,19431
LAO,PHL,1981
LAO,PNG,5757
LAO,POL,7904
LAO,PRK,3269
LAO,PRT,10570
LAO,PRY,17793
LAO,PYF,12481
LAO,QAT,5311
LAO,ROM,7589
LAO,RUS,6846
LAO,RWA,8220
LAO,SAU,5828
LAO,SDN,7444
LAO,SEN,12525
LAO,SER,8044
LAO,SGP,1833
LAO,SLB,7259
LAO,SLE,12397
LAO,SLV,16339
LAO,SOM,6481
LAO,SUR,16481
LAO,SVK,8230
LAO,SVN,8465
LAO,SWE,8028
LAO,SWZ,9124
LAO,SYC,5720
LAO,SYR,6775
LAO,TCD,9342
LAO,TGO,10996
LAO,THA,513
LAO,TJK,3965
LAO,TKM,4927
LAO,TON,8817
LAO,TTO,16454
LAO,TUN,9066
LAO,TUR,7080
LAO,TWN,2131
LAO,TZA,7449
LAO,UGA,7902
LAO,UKR,7276
LAO,URY,17198
LAO,USA,13757
LAO,UZB,4114
LAO,VEN,16708
LAO,VNM,504
LAO,VUT,8225
LAO,YDR,6204
LAO,YEM,6204
LAO,YUG,8044
LAO,ZAF,10571
LAO,ZAR,9869
LAO,ZMB,8925
LAO,ZWE,8753
LBN,ABW,10650
LBN,AFG,3113
LBN,AGO,5235
LBN,ALB,1618
LBN,AND,3120
LBN,ARE,2110
LBN,ARG,12342
LBN,ARM,1105
LBN,AUS,14076
LBN,AUT,2276
LBN,AZE,1503
LBN,BDI,4157
LBN,BEN,4520
LBN,BFA,4847
LBN,BGD,5435
LBN,BGR,1450
LBN,BHR,1682
LBN,BHS,10378
LBN,BIH,1861
LBN,BLR,2351
LBN,BLX,3156
LBN,BLZ,11788
LBN,BMU,2751
LBN,BOL,12242
LBN,BRA,10326
LBN,BRN,8747
LBN,BTN,5197
LBN,BWA,6539
LBN,CAF,3707
LBN,CAN,8841
LBN,CHE,2729
LBN,CHL,13306
LBN,CHN,7027
LBN,CIV,5109
LBN,CMR,4170
LBN,COG,4702
LBN,COL,11616
LBN,CRI,11810
LBN,CSK,2522
LBN,CUB,10911
LBN,CYP,255
LBN,CZE,2522
LBN,DDR,2738
LBN,DEU,2738
LBN,DJI,2569
LBN,DMA,9694
LBN,DNK,3015
LBN,DOM,10215
LBN,DZA,2952
LBN,ECU,12206
LBN,EGY,553
LBN,ERI,2059
LBN,ESP,3502
LBN,EST,2990
LBN,ETH,2748
LBN,FIN,3053
LBN,FJI,16002
LBN,FRA,3208
LBN,GAB,4575
LBN,GBR,3469
LBN,GEO,1236
LBN,GER,2738
LBN,GHA,4826
LBN,GIN,5659
LBN,GMB,5683
LBN,GNB,5701
LBN,GRC,1181
LBN,GRD,9928
LBN,GTM,12192
LBN,GUF,9512
LBN,GUY,5502
LBN,HKG,7685
LBN,HND,11968
LBN,HRV,2137
LBN,HTI,10436
LBN,HUN,2056
LBN,IDN,8679
LBN,IND,4010
LBN,IRL,3928
LBN,IRN,1479
LBN,IRQ,834
LBN,ISL,5114
LBN,ISR,229
LBN,ITA,2210
LBN,JAM,10842
LBN,JOR,219
LBN,JPN,9040
LBN,KAZ,3752
LBN,KEN,3866
LBN,KGZ,3559
LBN,KHM,7411
LBN,KNA,9685
LBN,KOR,7980
LBN,KWT,1299
LBN,LAO,6856
LBN,LBN,
LBN,LBR,5610
LBN,LBY,2013
LBN,LCA,9739
LBN,LKA,5455
LBN,LTU,2483
LBN,LUX,2980
LBN,LVA,2745
LBN,MAC,7478
LBN,MAR,3935
LBN,MDA,1615
LBN,MDG,5935
LBN,MDV,5123
LBN,MEX,12434
LBN,MKD,1592
LBN,MLI,4960
LBN,MLT,1918
LBN,MMR,6334
LBN,MNG,6028
LBN,MOZ,6590
LBN,MRT,5355
LBN,MUS,6414
LBN,MWI,5250
LBN,MYS,7629
LBN,NAM,6516
LBN,NCL,15105
LBN,NER,4046
LBN,NGA,4486
LBN,NIC,12039
LBN,NLD,3220
LBN,NOR,3425
LBN,NPL,4792
LBN,NZL,16371
LBN,OMN,2519
LBN,PAK,3234
LBN,PAN,11709
LBN,PER,12827
LBN,PHL,8717
LBN,PNG,12612
LBN,POL,2372
LBN,PRK,7771
LBN,PRT,3999
LBN,PRY,11771
LBN,PYF,18187
LBN,QAT,1820
LBN,ROM,1436
LBN,RUS,2448
LBN,RWA,3989
LBN,SAU,1487
LBN,SDN,2048
LBN,SEN,5692
LBN,SER,1778
LBN,SGP,7942
LBN,SLB,14033
LBN,SLE,5702
LBN,SLV,12158
LBN,SOM,3658
LBN,SUR,9727
LBN,SVK,2226
LBN,SVN,2250
LBN,SWE,3131
LBN,SWZ,6665
LBN,SYC,4748
LBN,SYR,86
LBN,TCD,3151
LBN,TGO,4659
LBN,THA,6895
LBN,TJK,3078
LBN,TKM,2045
LBN,TON,15635
LBN,TTO,9992
LBN,TUN,2313
LBN,TUR,717
LBN,TWN,8172
LBN,TZA,4478
LBN,UGA,3724
LBN,UKR,1892
LBN,URY,12171
LBN,USA,9383
LBN,UZB,3109
LBN,VEN,10468
LBN,VNM,6965
LBN,VUT,15062
LBN,YDR,2222
LBN,YEM,2222
LBN,YUG,1778
LBN,ZAF,7681
LBN,ZAR,4704
LBN,ZMB,5501
LBN,ZWE,5738
LBR,ABW,6576
LBR,AFG,8679
LBR,AGO,3091
LBR,ALB,4932
LBR,AND,4185
LBR,ARE,7177
LBR,ARG,6760
LBR,ARM,6641
LBR,AUS,16200
LBR,AUT,5311
LBR,AZE,7084
LBR,BDI,4554
LBR,BEN,1447
